Diarienummer,Anordnare namn,Utbildningsnamn,Utbildningsområde,Belsut år 2020 april antal beviljade platser 2020,Beslut år 2020 april antal beviljade platser 2021,Beslut år 2020 Juli antal beviljade platser 2020,Beslut år 2021 antal beviljade platser 2021,Beslut år 2021 antal beviljade  platser 2022,Beslut år 2022 antal beviljade platser 2022,Beslut år 2022 antal beviljade platser 2023,Beslut år 2023 antal beviljade platser utökad-anslag 2023,Beslut år 2023 antal beviljade platser utökad-anslag 2024,Beslut år 2023 antal beviljade platser 2023,Beslut år 2023 antal beviljade platser 2024,Beslut år 2024 antal beviljade platser start 2024,Beslut år 2024 antal beviljade start och avslut 2024,Beslut år 2024 antal beviljade start 2025,YH-poäng,Kommun,Län,FA-region,Antal kommuner,Antal län,Antal FA-regioner
MYH 2024/1406,"Stockholms stad, Frans Schartaus Handelsinstitut",Informationssäkerhet för IT-personal,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,35,0,20,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2024/1407,Lidköpings kommun Campus Lidköping,Automationssystem,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,20,0,20,50,Lidköping,Västra Götaland,Lidköping-Götene,1,1,1
MYH 2024/1408,"Stockholms stad, Frans Schartaus Handelsinstitut",Kvalitetssystem inom Life Science,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,0,35,0,25,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1409,"Stockholms stad, Frans Schartaus Handelsinstitut",Testautomation och AI inom IT-test ,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,30,0,25,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1410,"Göteborgs Stad, Yrgo",Mikrobiologi och vårdhygien,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2024/1411,"Stockholms stad, Frans Schartaus Handelsinstitut",Beteendebaserad säkerhet inom bygg- och installatörsbranschen,Säkerhetstjänster,0,0,0,0,0,0,0,0,0,0,0,30,0,30,20,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1412,Gunnebo Slott och Trädgårdar AB,"Ängar - skötsel, anläggning och restaurering","Lantbruk, djurvård, trädgård, skog och fiske",0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,Mölndal,Västra Götaland,Göteborg,1,1,1
MYH 2024/1417,Medieinstitutet i Sverige AB,TypeScript,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,30,0,25,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1420,Nätverkstan Kultur AB,Community Organising för hållbar utveckling,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,0,35,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1425,Företagsekonomiska Institutet 1888 AB,AI Engineering - Utveckling och Optimering,Data/IT,0,0,0,0,0,0,0,0,0,0,0,50,0,50,90,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1428,YH Akademin AB,Hot och våld på arbetsplatsen,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,0,0,0,0,0,35,0,20,Uppsala,Uppsala,Stockholm,1,1,1
MYH 2024/1434,"ITH, Institutet För Tillämpad Hydraulik","Eko-Hydraulik, smarta strategier för hållbarhet",Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,25,0,25,50,Örnsköldsvik,Västernorrland,Örnsköldsvik,1,1,1
MYH 2024/1435,Stockholms Stadsmission,Bostad först för yrkesverksamma - från teori till praktik ,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,0,0,0,0,0,40,0,25,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1436,Xenter Yrkeshögskola ,Diagnosklassificering,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,25,0,25,25,Tumba,Stockholm,Stockholm,1,1,1
MYH 2024/1437,TEC Travel Education Centre AB,"Hållbar produktutveckling, Naturturism","Hotell, restaurang och turism",0,0,0,0,0,0,0,0,0,0,0,32,0,32,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1438,TEC Travel Education Centre AB,Affärsengelska och interkulturella relationer,"Hotell, restaurang och turism",0,0,0,0,0,0,0,0,0,0,0,0,32,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1441,TEC Travel Education Centre AB,GDS och andra bokningssystem,"Hotell, restaurang och turism",0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1442,Sunne kommun/Brobygrafiska,Front-End med säkerhet och tillgänglighet.,Data/IT,0,0,0,0,0,0,0,0,0,0,0,30,0,30,60,Sunne,Värmland,Karlstad,1,1,1
MYH 2024/1443,TEC Travel Education Centre AB,Hållbar platsutveckling,"Hotell, restaurang och turism",0,0,0,0,0,0,0,0,0,0,0,0,35,0,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1444,Sunne kommun/Brobygrafiska,Hållbar varumärkesstrategi,Journalistik och information,0,0,0,0,0,0,0,0,0,0,0,25,0,25,50,Sunne,Värmland,Karlstad,1,1,1
MYH 2024/1445,Sunne kommun/Brobygrafiska,Hållbara och tillgängliga förpackningar,"Kultur, media och design",0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,Sunne,Värmland,Karlstad,1,1,1
MYH 2024/1451,Montico Kompetensutveckling AB,HR för lönekonsulter,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,Växjö,Kronoberg,Växjö,1,1,1
MYH 2024/1452,TEC Travel Education Centre AB,"Hållbarhet, säkerhet och krisberedskap","Hotell, restaurang och turism",0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1453,Montico Kompetensutveckling AB,Lönehantering för redovisningskonsulter,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,30,0,30,25,Växjö,Kronoberg,Växjö,1,1,1
MYH 2024/1461,IT-Högskolan Stockholm AB,Digital marknadsföring med AI,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1462,Montico Kompetensutveckling AB,Pensioner och försäkringar för lönekonsulter,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,30,0,30,15,Växjö,Kronoberg,Växjö,1,1,1
MYH 2024/1466,IT-Högskolan Stockholm AB,GDPR och juridik för IT-utveckling,Juridik,0,0,0,0,0,0,0,0,0,0,0,0,25,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1468,Medieinstitutet i Sverige AB,Videoproduktion för yrkesverksamma inom content,"Kultur, media och design",0,0,0,0,0,0,0,0,0,0,0,0,35,0,50,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1470,IT-Högskolan Stockholm AB,Molnutveckling med AWS,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,25,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1472,IT-Högskolan Sverige AB,DevOps-utveckling,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,35,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1473,Sverigehälsan AB,Hälsofrämjande och förebyggande arbete med äldre,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,0,0,0,0,0,40,0,45,Malmö,Skåne,Malmö-Lund,1,1,1
MYH 2024/1475,"Göteborgs Stad, Yrgo","Informationssäkerhet, policyfrågor och juridik",Juridik,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2024/1477,IT-Högskolan Sverige AB,Embedded systems,Data/IT,0,0,0,0,0,0,0,0,0,0,0,30,0,30,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1478,Medieinstitutet i Sverige AB,UX och tillgänglighet för utvecklare,Data/IT,0,0,0,0,0,0,0,0,0,0,0,45,0,45,25,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1480,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Kvalitet och miljö i livsmedel,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,20,0,20,30,Lund,Skåne,Malmö-Lund,1,1,1
MYH 2024/1481,IT-Högskolan Sverige AB,IT-säkerhet,Data/IT,0,0,0,0,0,0,0,0,0,0,0,40,0,40,40,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1482,One Academy AB,Dialog och förhandling i offentlig upphandling,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,40,0,40,15,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2024/1483,Medieinstitutet i Sverige AB,Cybersäkerhet för SME-bolag,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,50,0,40,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1484,YH Akademin AB,Grön gastronomi för kockar och kökschefer,"Hotell, restaurang och turism",0,0,0,0,0,0,0,0,0,0,0,0,30,0,25,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2024/1488,Medieinstitutet i Sverige AB,Compliance inom IT-säkerhet,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,35,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1489,Elevera Education Group,Arbetsmiljö och social hållbarhet,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,40,0,40,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1490,Medieinstitutet i Sverige AB,Digitalt lärande/e-learning - för dig som jobbar med kompetensutveckling,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1491,IT-Högskolan Sverige AB,Pythonprogrammering för AI-utveckling,Data/IT,0,0,0,0,0,0,0,0,0,0,0,70,0,70,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1492,IT-Högskolan Sverige AB,Scrum Master,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1493,IT-Högskolan Sverige AB,UX och användarcentrerad design,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1495,"Stockholms stad, Frans Schartaus Handelsinstitut",Samordning och strategiarbete inom elektrifiering för grön omställning,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,0,0,0,0,35,0,35,25,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1497,Medieinstitutet i Sverige AB,IoT och digital tvilling - förändrade krav och möjligheter i offentlig verksamhet,Data/IT,0,0,0,0,0,0,0,0,0,0,0,32,0,32,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1498,Medieinstitutet i Sverige AB,Postproduktion för yrkesverksamma inom content,"Kultur, media och design",0,0,0,0,0,0,0,0,0,0,0,0,35,0,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1499,Edugrade AB,Cybersäkerhet enligt NIS2-direktivet: från teori till praktik,Data/IT,0,0,0,0,0,0,0,0,0,0,0,25,0,25,30,Sundsvall,Västernorrland,Sundsvall,1,1,1
MYH 2024/1500,Campus Ljungby AB,Hållbar produktionsplanering för tillverkningsindustrin.,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,20,0,10,30,Ljungby,Kronoberg,Ljungby,1,1,1
MYH 2024/1502,Medieinstitutet i Sverige AB,Sökmarknadsföring - nya förutsättningar för marknadsförare,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,80,0,80,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1504,Medieinstitutet i Sverige AB,Mjukvarutestning,Data/IT,0,0,0,0,0,0,0,0,0,0,0,30,0,30,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1508,Plushögskolan AB - Teknikhögskolan,Automation för livsmedelsindustrin,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,40,0,40,35,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2024/1509,Göteborgs Tekniska College AB,Batterielektriska system för konstruktörer,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,20,0,20,50,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1510,Medieinstitutet i Sverige AB,UX och tillgänglighet för digitala designers,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,35,0,30,Bromma,Stockholm,Stockholm,1,1,1
MYH 2024/1511,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Råvarukunskap och förädling av livsmedel,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,20,0,20,25,Lund,Skåne,Malmö-Lund,1,1,1
MYH 2024/1516,EdUP Group AB,Förhindra välfärdsbrott i kommunen,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,40,0,40,60,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1521,Stiftelsen PROTEKO - Nordiska Textilakademin,Framtidens textila material,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,Borås,Västra Götaland,Borås,1,1,1
MYH 2024/1522,Stiftelsen PROTEKO - Nordiska Textilakademin,Hållbarhetsredovisning enligt CSRD,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,Borås,Västra Götaland,Borås,1,1,1
MYH 2024/1523,Stiftelsen PROTEKO - Nordiska Textilakademin,Livscykelanalys (LCA) i praktiken,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,Borås,Västra Götaland,Borås,1,1,1
MYH 2024/1524,Stiftelsen PROTEKO - Nordiska Textilakademin,Textil- och klädvärdering,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,Borås,Västra Götaland,Borås,1,1,1
MYH 2024/1525,Stiftelsen PROTEKO - Nordiska Textilakademin,Yrkesvalidering i praktiken,Pedagogik och undervisning,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,Borås,Västra Götaland,Borås,1,1,1
MYH 2024/1526,Medieinstitutet i Sverige AB,Martech Operations,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,40,0,40,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1527,Chas Academy AB,Tillgänglighet inom digitala tjänster och produkter,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,30,0,25,Globen,Stockholm,Stockholm,1,1,1
MYH 2024/1529,John Ericsson Institutet,EU:s taxonomi,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,40,0,40,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1532,Medieinstitutet i Sverige AB,Digital Events / Livestreaming,"Kultur, media och design",0,0,0,0,0,0,0,0,0,0,0,0,30,0,50,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1534,Göteborgs Tekniska College AB,Batteri- och elfordonssystem,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,20,0,20,40,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1542,Sverigehälsan AB,Problematisk skolfrånvaro och hemmasittarproblematik,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,0,0,0,0,40,0,40,45,Malmö,Skåne,Malmö-Lund,1,1,1
MYH 2024/1544,Stockholm School of Business,IT-säkerhet,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,60,0,40,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1546,Göteborgs Tekniska College AB,Drivsystem El- och hybridfordon,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,20,0,20,25,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1548,EdUP Group AB,Samhällsplanering för hållbara städer och samhällen,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,0,0,0,0,0,45,0,60,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1549,"Göteborgs Stad, Yrgo",Kvalitetsteknik,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,0,25,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2024/1551,Chas Academy AB,IT-säkerhet för utvecklare ,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,35,0,30,Globen,Stockholm,Stockholm,1,1,1
MYH 2024/1552,ABF Göteborg Vuxenutbildning AB,AI i utbildning,Pedagogik och undervisning,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1553,Campus Nyköping,Palliativ vård,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,0,0,0,0,50,0,0,30,Nyköping,Södermanland,Nyköping-Oxelösund,1,1,1
MYH 2024/1554,ABF Göteborg Vuxenutbildning AB,Design av digital didaktik,Pedagogik och undervisning,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1555,Stiftelsen PROTEKO - Nordiska Textilakademin,Cirkulär design inom textil/mode,"Kultur, media och design",0,0,0,0,0,0,0,0,0,0,0,0,50,0,20,Borås,Västra Götaland,Borås,1,1,1
MYH 2024/1556,ABF Göteborg Vuxenutbildning AB,Förskolan i ett digitalt samhälle,Pedagogik och undervisning,0,0,0,0,0,0,0,0,0,0,0,0,30,0,40,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1557,Stiftelsen PROTEKO - Nordiska Textilakademin,Design för en cirkulär textilbransch,"Kultur, media och design",0,0,0,0,0,0,0,0,0,0,0,20,0,20,90,Borås,Västra Götaland,Borås,1,1,1
MYH 2024/1560,ABF Göteborg Vuxenutbildning AB,Naturvetenskap och teknik i förskolan,Pedagogik och undervisning,0,0,0,0,0,0,0,0,0,0,0,0,28,0,40,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1564,Göteborgs Tekniska College AB,Charging El- och hybridfordon,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,20,0,20,25,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1565,Step by Step Competence AB,Avancerad Python: Dataanalys och maskininlärning,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,35,0,50,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1566,Chas Academy AB,Praktisk IT-säkerhet för användare ,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,50,0,35,Globen,Stockholm,Stockholm,1,1,1
MYH 2024/1567,Idéutvecklarna AB,Hållbarhet inom besöksnäringen,"Hotell, restaurang och turism",0,0,0,0,0,0,0,0,0,0,0,30,0,30,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2024/1568,Sveriges Yrkeshögskola AB - Göteborg Yrkeshögskola,Datatransformering med AI-stöd,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,35,0,70,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2024/1569,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Maskininlärning On-Premise och On-Device,Data/IT,0,0,0,0,0,0,0,0,0,0,0,70,0,35,70,Malmö,Skåne,Malmö-Lund,1,1,1
MYH 2024/1570,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Modern programutveckling med AI-stöd,Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,35,0,80,Malmö,Skåne,Malmö-Lund,1,1,1
MYH 2024/1571,Stockholm School of Business,Employer Branding,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,0,50,0,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1573,John Ericsson Institutet,Klimatsäkra fastigheter,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,Malmö,Skåne,Malmö-Lund,1,1,1
MYH 2024/1576,Idéutvecklarna AB,Digitala Event & Möten,"Hotell, restaurang och turism",0,0,0,0,0,0,0,0,0,0,0,30,0,30,25,Örebro,Örebro,Örebro,1,1,1
MYH 2024/1577,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,"UX, digital tillgänglighet och AI",Data/IT,0,0,0,0,0,0,0,0,0,0,0,0,35,0,80,Malmö,Skåne,Malmö-Lund,1,1,1
MYH 2024/1578,Göteborgs Tekniska College AB,Energy Storage El- och hybridfordon,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,20,0,20,25,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1582,AVT AB,Felsökning inom Kraft & Värme,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,30,0,30,25,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,4,4
MYH 2024/1584,XeDrix AB,Polymerer och gummi,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,70,0,70,60,Växjö,Kronoberg,Växjö,1,1,1
MYH 2024/1591,Technigo AB,Digitalisering och innovation,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,0,80,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2024/1597,Blue Peak AB,Lön & HR,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,80,0,40,20,Örebro,Örebro,Örebro,1,1,1
MYH 2024/1598,Blue Peak AB,Bokslut & Deklarationer,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,80,0,40,20,Örebro,Örebro,Örebro,1,1,1
MYH 2024/1599,Blue Peak AB,Koncernredovisning,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,60,0,30,20,Örebro,Örebro,Örebro,1,1,1
MYH 2024/160,Hermods AB Örebro,Injustering ventilation,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,30,0,30,40,Örebro,Örebro,Örebro,1,1,1
MYH 2024/1600,Blue Peak AB,Kommunikation & Rådgivning,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,40,0,40,20,Örebro,Örebro,Örebro,1,1,1
MYH 2024/1604,Stockholm School of Business,Hållbarhetsredovisning för redovisningskonsulter,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,0,45,0,40,Malmö,Skåne,Malmö-Lund,1,1,1
MYH 2024/1609,Nätverkstan Kultur AB,Samverkan i socialt hållbar kultur- och samhällsutveckling ,"Kultur, media och design",0,0,0,0,0,0,0,0,0,0,0,0,35,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/1619,Funka Academy AB,Digital tillgänglighet – inkluderande kommunikation och publicering,Journalistik och information,0,0,0,0,0,0,0,0,0,0,0,0,80,0,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1621,Medborgarskolan i Stockholm - Påhlmans Handelsinstitut ,Hållbarhetsredovisning för ekonomer,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,35,0,0,80,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1622,Funka Academy AB,Digital tillgänglighet – tillgänglighetssäkring av dokument,Journalistik och information,0,0,0,0,0,0,0,0,0,0,0,0,60,0,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1626,XeDrix AB,Beräkning och hållfasthet inom konstruktion med CAD-stöd,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,0,35,0,50,Växjö,Kronoberg,Växjö,1,1,1
MYH 2024/1627,Fordonsakademin Sverige AB,Hållbar processutveckling - Skadeverkstad,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,15,0,15,45,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1629,Medieinstitutet i Sverige AB,Artificiell Intelligens/Maskininlärning - Databaser och Pythonprogrammering,Data/IT,0,0,0,0,0,0,0,0,0,0,0,30,0,30,75,Malmö,Skåne,Malmö-Lund,1,1,1
MYH 2024/1631,Stockholm School of Business,Digital Marketing,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,0,80,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1640,ALEA Kompetenshöjning AB,Avancerad klimatberäkning i byggprocessen,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,0,0,0,0,0,10,0,60,Uppsala,Uppsala,Stockholm,1,1,1
MYH 2024/1642,ALEA Kompetenshöjning AB,Grön budgetering - Klimatdeklarationens ekonomi,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,0,0,0,0,20,0,20,60,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/1648,ALEA Kompetenshöjning AB,Solcellsinstallation: Lagar och Regler,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,0,0,0,0,0,10,0,50,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/209,Hermods AB Örebro,Pythonprogrammering,Data/IT,0,0,0,0,0,0,0,0,0,0,0,30,0,30,65,Örebro,Örebro,Örebro,1,1,1
MYH 2024/303,Hermods AB Umeå,Automatiserad lageroptimering,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,0,30,0,50,Umeå,Västerbotten,Umeå,1,1,1
MYH 2024/317,Hermods AB Karlskrona,Välfärdsteknik ,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,Karlskrona,Blekinge,Karlskrona,1,1,1
MYH 2024/358,Hermods AB Stockholm,Fördjupad byggledning med inriktning mark och anläggning,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,0,0,0,0,30,0,30,60,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2024/371,YH Akademin AB,Kvalitetsledning och Livsmedelssäkerhet i produktion,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,30,0,30,30,Jordbro,Stockholm,Stockholm,1,1,1
MYH 2024/384,Hermods AB Östersund,"Samsjuklighet, missbruk och professionell samtalsmetodik",Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,0,0,0,0,0,30,0,40,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2024/410,Hermods AB Umeå,PLC-programmering och HMI,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,30,0,30,40,Umeå,Västerbotten,Umeå,1,1,1
MYH 2024/411,Hermods AB Göteborg,PLC-programmering och HMI,Teknik och tillverkning,0,0,0,0,0,0,0,0,0,0,0,0,30,0,40,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2024/412,Hermods AB Stockholm,Cirkulärt byggande ,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,0,0,0,0,0,30,0,40,Stockholm,Stockholm,Stockholm,1,1,1
